Date,Modal Price (Rs./Quintal),Rel Humidity at 2 Meters (%) ,Precipitation Corrected (mm/day) ,Surface Soil Wetness,Root Zone Soil Wetness,Temperature at 2 Meters,T2M_MAX,T2M_MIN
07-07-2015,3400,55.31,0.02,0.41,0.49,31.67,37.16,26.6
08-07-2015,3440,60.75,11.46,0.51,0.5,31.22,36.39,26.63
09-07-2015,3371,68.19,19.94,0.62,0.52,30.02,34.23,26.28
10-07-2015,3350,67.56,20.47,0.64,0.55,29.94,34.38,25.48
11-07-2015,3400,69.56,10.58,0.62,0.58,29.7,34.7,25.34
12-07-2015,3400,67.69,7.78,0.6,0.58,29.56,33.78,25.77
13-07-2015,3300,67.44,3.75,0.57,0.58,29.91,34.72,25.32
14-07-2015,3320,62.12,1.33,0.54,0.57,31.33,37.08,25.79
15-07-2015,3320,56.12,0.08,0.52,0.56,31.78,38.1,25.77
16-07-2015,3335,59.25,0.07,0.51,0.55,30.99,36.56,26.14
17-07-2015,3350,66.75,11.58,0.59,0.55,29.83,34.31,26.32
18-07-2015,3355,72.62,17.66,0.66,0.58,29.2,33.48,25.38
19-07-2015,3355,75.31,5.84,0.62,0.59,28.76,32.01,25.87
20-07-2015,3360,81.94,12.53,0.66,0.6,27.3,29.83,25.33
21-07-2015,3250,79.44,46.91,0.77,0.64,28.67,31.83,24.94
22-07-2015,3300,80.88,15.1,0.77,0.68,28.61,31.4,25.9
23-07-2015,3295,82.5,24.26,0.78,0.68,28.55,31.13,26.29
24-07-2015,3230,85.94,16.81,0.8,0.71,27.4,30.26,24.96
25-07-2015,3200,88.12,45.95,0.86,0.73,26.93,29.26,25.15
26-07-2015,3200,90.06,55.82,0.91,0.79,26.5,29.24,24.94
27-07-2015,3220,84.69,12.14,0.84,0.81,26.49,30.9,24
28-07-2015,3200,84.69,13.59,0.84,0.8,25.21,29.09,23.3
29-07-2015,3220,86.94,1.95,0.81,0.8,26.15,29.94,23.48
30-07-2015,3200,82.25,1.14,0.8,0.79,26.76,30.86,23.38
31-07-2015,3170,82,0.25,0.79,0.78,26.68,31.18,23.07
01-08-2015,3100,83.25,0.68,0.78,0.77,26.55,30.78,23.09
02-08-2015,3100,81.69,1.59,0.78,0.77,26.97,31.46,23.49
03-08-2015,3100,81.69,4.5,0.78,0.76,26.85,30.69,23.23
04-08-2015,3100,82.12,7.38,0.8,0.76,27.13,31.34,23.33
05-08-2015,3040,82.88,2.4,0.78,0.76,27.27,31.75,23.63
06-08-2015,3070,81.94,1.47,0.77,0.75,27.69,31.98,24.06
07-08-2015,3030,87.19,0.46,0.77,0.74,26.09,29.41,24.26
08-08-2015,3030,85.38,1.21,0.77,0.74,26.97,31.15,24.05
09-08-2015,3030,85,68.41,0.88,0.77,27.45,30.86,24.3
10-08-2015,3050,85.12,14.01,0.85,0.81,27.02,29.9,24.52
11-08-2015,3150,83.06,16.38,0.85,0.81,27.36,31.01,23.85
12-08-2015,3150,83.06,10.03,0.85,0.83,27.79,31.15,24.68
13-08-2015,3140,82.5,5.04,0.84,0.82,27.57,31.07,24.36
14-08-2015,3170,83.94,4.78,0.83,0.81,28,31.95,24.62
15-08-2015,3170,90.75,35.27,0.9,0.84,26.87,29.44,25.18
16-08-2015,3170,90.25,35.5,0.91,0.87,26.46,28.88,24.7
17-08-2015,3170,86.69,38.67,0.93,0.9,26.85,30.3,23.94
18-08-2015,3220,88.25,4.56,0.89,0.91,27.16,31,24.33
19-08-2015,3240,86,0.04,0.87,0.89,27.1,31.46,23.61
20-08-2015,3200,84.88,0,0.86,0.88,26.41,30.35,23.54
21-08-2015,3200,84.19,0,0.85,0.87,26.03,30.21,23.3
22-08-2015,3215,84,0,0.84,0.86,26.09,30.6,22.45
23-08-2015,3215,84.25,0,0.84,0.84,26.17,30.37,22.8
24-08-2015,3215,84.19,0,0.83,0.84,26.24,30.57,22.58
25-08-2015,3130,83.25,0,0.83,0.83,26.12,30.41,22.56
26-08-2015,3145,82.25,0,0.82,0.82,26.45,31.37,21.7
27-08-2015,3145,81.69,0.01,0.81,0.81,26.73,31.44,22.31
28-08-2015,3170,81.38,0.65,0.8,0.8,27.31,31.59,22.87
29-08-2015,3170,81.25,4.09,0.81,0.8,27.51,31.95,23.33
30-08-2015,3170,83.12,3.07,0.81,0.79,27.15,31.26,23.5
31-08-2015,3200,84.31,2.64,0.8,0.79,26.98,31.15,23.59
01-09-2015,3260,85.81,14.97,0.84,0.79,25.88,29.89,23.33
02-09-2015,3250,84.06,12.78,0.84,0.8,25.48,29.85,21.71
03-09-2015,3250,81.62,0.7,0.81,0.8,25.34,30.18,21.33
04-09-2015,3250,76.31,0,0.8,0.79,25.48,30.87,20.8
05-09-2015,3270,75.81,0,0.79,0.78,26.09,31.69,20.62
06-09-2015,3270,78.31,0,0.78,0.77,25.92,31.14,21.45
07-09-2015,3300,77.38,0,0.77,0.76,25.29,30.89,20.37
08-09-2015,3300,75.81,0,0.77,0.75,25.04,30.84,19.58
09-09-2015,3250,72.75,0,0.76,0.74,26.23,32.32,19.62
10-09-2015,3170,78.38,0,0.76,0.73,24.8,28.46,21.22
11-09-2015,3150,71.44,0,0.75,0.73,27.12,33.07,21.91
12-09-2015,3100,69.62,0,0.73,0.72,26.87,32.76,20.96
13-09-2015,3100,69.94,0.22,0.73,0.71,27.13,32.66,21.41
14-09-2015,3200,66.81,0.03,0.72,0.7,27.73,34.18,21.71
15-09-2015,3130,69.94,0,0.71,0.7,27.81,33.38,21.63
16-09-2015,3120,67.94,0,0.7,0.69,27.88,33.62,22.76
17-09-2015,3120,76.25,0.95,0.7,0.68,27.27,31.9,23.07
18-09-2015,3150,84.88,7.34,0.73,0.68,27,31.05,23.97
19-09-2015,3170,83.69,0.46,0.7,0.68,26.93,30.92,23.89
20-09-2015,3170,82.25,0.17,0.68,0.67,26.3,30.64,22.85
21-09-2015,3220,81.38,0.48,0.67,0.66,25.91,30.35,22.03
22-09-2015,3270,81.31,1.49,0.67,0.66,26.08,31.21,22.67
23-09-2015,3250,80.94,0.02,0.66,0.65,25.52,30.9,21.17
24-09-2015,3300,74.25,0,0.65,0.64,24.26,30.44,18.69
25-09-2015,3300,69.25,0,0.64,0.63,24.04,30.86,17.76
26-09-2015,3370,69.5,0,0.62,0.62,24.42,31.52,18.26
27-09-2015,3370,68.25,0,0.62,0.62,25.12,31.98,18.88
28-09-2015,3370,59.31,0,0.6,0.62,26.29,33.62,19.54
29-09-2015,3300,59.62,0,0.59,0.61,26.74,33.44,21.48
30-09-2015,3400,57,0,0.59,0.6,26.16,33.44,20.31
01-10-2015,3400,55.94,0,0.58,0.59,25.53,33.52,18.53
02-10-2015,3500,56.88,0,0.56,0.59,27.1,34.87,20.39
03-10-2015,3500,52.31,0,0.55,0.59,27.37,35.4,20.83
04-10-2015,3500,47.88,0,0.55,0.58,26.34,35.5,18.06
05-10-2015,3550,49.81,0,0.54,0.58,27.33,36.1,19.47
06-10-2015,3600,46.75,0,0.54,0.57,27.56,36.51,19.05
07-10-2015,3700,46.94,0,0.53,0.56,27.8,36.26,20.3
08-10-2015,3700,44.19,0,0.52,0.56,27.92,35.55,20.7
09-10-2015,3800,44.69,0,0.52,0.55,26.79,36.13,18.53
10-10-2015,3700,44.5,0,0.51,0.55,26.7,35.41,19.85
11-10-2015,3700,48.25,0,0.5,0.55,26.36,35.36,19.38
12-10-2015,3700,46.25,0,0.5,0.55,26.56,35.59,18.65
13-10-2015,3700,42.62,0,0.49,0.54,26.66,35.39,18.73
14-10-2015,3850,38.75,0,0.49,0.54,26.8,35.47,17.68
15-10-2015,3700,43.44,0.06,0.48,0.54,27.03,34.68,21.59
16-10-2015,3800,58.5,0.24,0.48,0.53,26.76,34.73,19.95
17-10-2015,3800,49.69,0,0.48,0.53,27.69,35.83,20.25
18-10-2015,3800,42.44,0,0.47,0.52,28.05,36.42,20.13
19-10-2015,3750,44.38,0,0.46,0.52,28.62,36.67,20.83
20-10-2015,3700,41.56,0,0.45,0.52,28.59,34.91,23.19
21-10-2015,3720,41.88,0.22,0.44,0.52,28.28,34.78,21.65
22-10-2015,3720,41.81,0.1,0.43,0.52,27.4,33.95,21.19
23-10-2015,3850,37.38,0,0.42,0.52,27.69,34.7,20.47
24-10-2015,3700,36.81,0,0.41,0.52,26.55,34.6,19.58
25-10-2015,3700,43.25,0.01,0.4,0.51,26.16,35.18,18.58
26-10-2015,3800,44.19,0.11,0.38,0.51,25.31,32.96,18.79
27-10-2015,3820,45.94,0.01,0.38,0.51,25.58,33.66,17.52
28-10-2015,3650,45.25,2.33,0.39,0.51,23.71,31.23,17.88
29-10-2015,3600,63.62,0.13,0.42,0.51,20.81,27.52,14.87
30-10-2015,3700,59.69,0,0.41,0.51,20.22,27.94,13.93
31-10-2015,3650,60.56,0,0.4,0.51,20.74,28.65,14
01-11-2015,3650,61.81,0,0.39,0.51,22.26,30.23,15.39
02-11-2015,3550,58.69,0,0.38,0.51,23.58,31.08,16.96
03-11-2015,3600,52.69,0,0.38,0.51,24.65,32.16,17.43
04-11-2015,3580,49.31,0,0.36,0.5,25.69,32.93,18.4
05-11-2015,3630,38.94,0,0.35,0.5,26.82,33.12,20.95
06-11-2015,3700,40.19,0,0.34,0.5,25.03,32.19,17.83
07-11-2015,3700,41.69,0,0.34,0.5,24,32.07,16.08
08-11-2015,3700,40.88,0,0.34,0.5,24.57,32.24,17.76
09-11-2015,3700,38.25,0.05,0.33,0.5,25.94,33.06,19.33
10-11-2015,3700,37.69,0.02,0.32,0.5,25.69,33,18.25
11-11-2015,3700,44.19,0,0.31,0.49,24.55,33.3,16.98
12-11-2015,3700,45.12,0,0.31,0.49,24.57,32.77,17.77
13-11-2015,3700,41.94,0,0.3,0.49,25.12,32.69,17.62
14-11-2015,3700,35.69,0,0.3,0.49,24.4,32.98,17.55
15-11-2015,3700,35.56,0,0.3,0.49,23.8,33.01,16.32
16-11-2015,3650,37.94,0,0.3,0.49,22.3,31.35,14.89
17-11-2015,3650,37.25,0,0.29,0.49,21.03,30.18,13.89
18-11-2015,3685,26.19,0,0.29,0.49,19.62,29.83,11.37
19-11-2015,3650,30.12,0,0.28,0.49,19.8,30.51,12.01
20-11-2015,3680,30.94,0,0.28,0.49,19.57,29.82,12.6
21-11-2015,3690,33.44,0,0.27,0.48,19.66,30.13,11.52
22-11-2015,3690,35,0,0.27,0.48,20.53,29.41,13.8
23-11-2015,3600,37.94,0,0.27,0.48,21.23,29.88,14.2
24-11-2015,3600,44.12,0,0.27,0.48,22,29.48,15.26
25-11-2015,3600,39.69,0,0.27,0.48,22.58,29.8,17.24
26-11-2015,3650,37.81,0,0.27,0.48,22.56,29.4,17.37
27-11-2015,3600,23.06,0,0.27,0.48,18.61,25.91,13.55
28-11-2015,3600,31.31,0,0.26,0.48,18.11,25.73,12.33
29-11-2015,3600,33.31,0,0.26,0.48,20.77,29.29,14.53
30-11-2015,3685,48.06,0,0.26,0.48,23.43,31.24,17.33
01-12-2015,3500,51.06,1.26,0.28,0.48,24.62,32.21,18.47
02-12-2015,3575,45.19,0.04,0.29,0.48,20.74,28.58,14.23
03-12-2015,3575,35.06,0,0.29,0.48,17.91,26.86,10.14
04-12-2015,3700,28.06,0,0.28,0.48,19.86,28.26,13.28
05-12-2015,3700,28.81,0,0.28,0.48,20.41,30.02,11.07
06-12-2015,3700,28.69,0,0.27,0.48,20.01,29.76,11.76
07-12-2015,3575,28.94,0,0.27,0.48,19.68,29.6,11.08
08-12-2015,3550,25.88,0,0.27,0.48,20.05,29.93,11.58
09-12-2015,3600,27.44,0,0.27,0.48,20.3,30.02,10.98
10-12-2015,3600,32.56,0,0.27,0.48,21.47,30.34,15.18
11-12-2015,3550,40.94,0,0.26,0.48,17.7,26,11.42
12-12-2015,3550,22.19,0,0.26,0.48,14.52,24.57,6.23
13-12-2015,3550,26.69,0,0.26,0.48,13.89,23.1,6.65
14-12-2015,3500,29,0,0.25,0.48,13.79,22.43,6.33
15-12-2015,3500,21,0,0.25,0.48,14.28,24.62,5.76
16-12-2015,3550,21.06,0,0.25,0.48,15.33,25.38,8.3
17-12-2015,3600,21.62,0,0.24,0.48,15.7,24.91,9.15
18-12-2015,3600,22.75,0,0.24,0.48,14.38,24.3,5.3
19-12-2015,3600,24.5,0,0.24,0.48,14.71,24.86,7.6
20-12-2015,3600,26.94,0,0.23,0.48,14.14,25.38,6.55
21-12-2015,3620,30.88,0,0.23,0.48,12.83,22.44,5.75
22-12-2015,3850,29.81,0,0.23,0.48,12.18,21.94,5.07
23-12-2015,3850,28.19,0,0.23,0.48,13.04,20.69,6.87
24-12-2015,3850,29.44,0,0.23,0.48,12.13,21.33,4.58
25-12-2015,3570,26.88,0,0.23,0.48,13.31,22.8,5.91
26-12-2015,3600,17.62,0,0.22,0.48,15.99,23.06,9.01
27-12-2015,3600,15.5,0,0.22,0.48,19.57,27.48,13.27
28-12-2015,3550,19.25,0,0.21,0.48,20.26,29.47,11.75
29-12-2015,3570,21.25,0,0.2,0.48,21.06,30.73,14.36
30-12-2015,3570,24.5,0,0.2,0.48,21.85,30.98,15.71
31-12-2015,3550,33.44,0,0.2,0.48,19.75,29.76,13.2
01-01-2016,3600,38.62,0,0.2,0.47,18.23,28.52,11.05
02-01-2016,3600,33.19,0,0.2,0.47,17.65,26.8,11.51
03-01-2016,3600,30.19,0,0.2,0.47,18.42,27.23,12.08
04-01-2016,3550,27.19,0,0.19,0.47,19.5,28.67,12.84
05-01-2016,3500,27,0,0.19,0.47,20.42,29.65,13.41
06-01-2016,3650,36.88,0,0.19,0.47,19.65,29.04,12.81
07-01-2016,3550,35.12,0,0.18,0.47,20.47,28.83,12.26
08-01-2016,3470,38.31,0.03,0.18,0.47,19.73,27.95,12.68
09-01-2016,3550,32.25,0,0.18,0.47,17.59,26.57,9.61
10-01-2016,3550,23.19,0,0.18,0.47,18.82,28.08,12.34
11-01-2016,3540,24.69,0,0.17,0.47,19.12,28.53,10.45
12-01-2016,3470,30,0,0.17,0.47,18.68,27.79,10.23
13-01-2016,3430,38.06,0,0.17,0.47,17.83,27.48,10.24
14-01-2016,3420,35.31,0,0.17,0.47,16.94,26.62,8.65
15-01-2016,3420,39.69,0,0.17,0.47,16.06,25.38,8.59
16-01-2016,3500,37.75,0,0.16,0.47,15.41,24.67,7.44
17-01-2016,3500,31,0,0.16,0.47,16.01,24.97,8.28
18-01-2016,3530,48,0.78,0.17,0.47,16.94,25.44,9.36
19-01-2016,3480,71.06,1.76,0.25,0.48,15.03,19.44,9.8
20-01-2016,3480,50.69,0,0.26,0.48,14.83,22.35,7.58
21-01-2016,3585,24,0,0.25,0.48,14.8,23.44,7.23
22-01-2016,3580,25.06,0,0.24,0.48,14.25,24.28,5.62
23-01-2016,3580,25.69,0,0.23,0.48,15.26,25.6,6.02
24-01-2016,3580,23.19,0,0.23,0.48,17.32,26.94,7.35
25-01-2016,3570,20.38,0,0.23,0.48,16.92,27.14,9.02
26-01-2016,3570,24.31,0,0.22,0.48,17.87,29.02,8.77
27-01-2016,3570,22.31,0,0.21,0.48,19.15,28.9,10.94
28-01-2016,3550,31.69,0,0.21,0.48,19.81,28.96,10.78
29-01-2016,3500,36.12,0,0.2,0.48,21.58,31.73,12.6
30-01-2016,3550,38.5,0,0.2,0.47,21.37,31.23,13.14
31-01-2016,3550,44.19,0,0.2,0.47,21.69,30.31,13.3
01-02-2016,3550,44.06,0,0.2,0.47,20.01,28.18,12.48
02-02-2016,3550,41.44,0,0.2,0.47,18.46,26.91,11.38
03-02-2016,3550,24.88,0,0.2,0.47,17,26.11,8.63
04-02-2016,3550,16.81,0,0.19,0.47,16.62,26.6,8.43
05-02-2016,3520,19.19,0,0.19,0.47,17.14,28.02,9.56
06-02-2016,3550,23.25,0,0.18,0.47,18.96,31.14,8.8
07-02-2016,3550,19.25,0,0.18,0.47,17.73,27.65,9.92
08-02-2016,3550,24.69,0,0.18,0.47,17.15,26.51,9.84
09-02-2016,3550,24.5,0,0.17,0.47,18.15,27.45,10.96
10-02-2016,3550,23.19,0,0.17,0.47,18.48,29.31,9.36
11-02-2016,3550,24,0,0.17,0.47,19.22,29.13,10.94
12-02-2016,3550,19.75,0,0.16,0.47,18.73,28.87,10.22
13-02-2016,3500,22.62,0,0.16,0.47,18.16,28.05,10.63
14-02-2016,3500,26.94,0,0.16,0.47,16.78,26.93,7.76
15-02-2016,3500,28.56,0,0.16,0.47,17.89,27.4,8.69
16-02-2016,3550,30.38,0,0.16,0.47,19.78,27.8,13.15
17-02-2016,3550,39.81,0.17,0.16,0.47,22.54,30.96,14.15
18-02-2016,3500,35.81,0,0.16,0.47,25.08,34.4,17.59
19-02-2016,3500,33.19,0,0.16,0.47,25.55,35.4,16.51
20-02-2016,3500,49.62,0,0.16,0.47,23.87,28.76,19.33
21-02-2016,3500,32.56,0,0.16,0.47,21.7,31.3,14.65
22-02-2016,3500,15.69,0,0.16,0.47,21.34,32.19,11.59
23-02-2016,3520,12.94,0,0.16,0.47,22.81,33.01,12.11
24-02-2016,3500,12.69,0,0.16,0.47,22.85,33.39,12.69
25-02-2016,3500,13.62,0,0.15,0.47,21.89,32.56,12.23
26-02-2016,3500,14.19,0,0.15,0.47,22.62,32.65,14.65
27-02-2016,3500,16.25,0,0.15,0.47,22.14,32.44,13.08
28-02-2016,3500,14.88,0,0.14,0.47,23,33.35,13.91
29-02-2016,3550,18.12,0,0.14,0.47,23.23,33.87,13.14
01-03-2016,3500,18.5,0,0.14,0.47,25.04,35.1,15.53
02-03-2016,3500,22.44,0,0.14,0.47,26.51,35.87,15.74
03-03-2016,3500,26.81,0.01,0.13,0.47,28.3,36.54,21.08
04-03-2016,3400,23.5,0,0.13,0.47,27.44,35.83,18.41
05-03-2016,3500,30.25,0.08,0.13,0.47,26.48,34.76,19.11
06-03-2016,3500,32.5,0.26,0.14,0.47,25.19,33.57,16.8
07-03-2016,3500,34.88,0,0.14,0.47,23.9,31.73,16.12
08-03-2016,3500,32,0,0.14,0.47,24.19,32.74,15.99
09-03-2016,3520,28.31,0,0.14,0.47,24.69,33.55,15.63
10-03-2016,3520,27,0,0.14,0.47,26.77,35.63,18.01
11-03-2016,3500,32.31,0,0.14,0.47,27.66,37.47,19.12
12-03-2016,3550,31.25,0.05,0.13,0.47,26.87,34.86,19.94
13-03-2016,3550,31.81,0.09,0.13,0.47,24.72,31.73,18.27
14-03-2016,3550,28.75,0,0.13,0.47,24.49,32.38,16.62
15-03-2016,3550,35.38,0,0.13,0.47,23.81,30.44,16.39
16-03-2016,3550,28.44,0,0.13,0.47,24.63,33.33,16.3
17-03-2016,3550,23.88,0,0.13,0.47,27.02,35.77,19.07
18-03-2016,3520,35.62,0,0.13,0.47,28.26,36.05,21.87
19-03-2016,3520,28.31,0,0.13,0.47,27.82,36.62,20.24
20-03-2016,3520,21.94,0,0.13,0.47,27.56,36.57,20.23
21-03-2016,3520,20.69,0,0.12,0.47,26.83,36.42,17.73
22-03-2016,3530,17.19,0,0.12,0.47,25.69,35.91,16.74
23-03-2016,3650,10.31,0,0.12,0.47,27.9,38.2,18.53
24-03-2016,3650,10.69,0,0.12,0.47,29.01,40.19,18.27
25-03-2016,3720,13.25,0,0.12,0.47,29.94,40.05,20.15
26-03-2016,3700,22.5,0,0.12,0.47,29.7,38.59,21.55
27-03-2016,3700,27.19,0,0.12,0.47,27.98,36.87,20.73
28-03-2016,3700,14.56,0,0.12,0.47,27.16,37.03,16.95
29-03-2016,3700,13.19,0,0.12,0.47,28.66,37.39,18.44
30-03-2016,3750,13.75,0,0.12,0.47,29.66,38.83,22.15
31-03-2016,3720,14.62,0,0.11,0.47,30.26,39.95,20.62
01-04-2016,3750,20.31,0,0.11,0.47,31.77,40.6,22.48
02-04-2016,3730,24.75,0,0.11,0.47,33.54,42.1,24.8
03-04-2016,3730,22.5,0,0.11,0.47,33.69,42.22,26.08
04-04-2016,3800,21.94,0,0.11,0.47,30.26,37.68,23.41
05-04-2016,4050,22.88,0,0.11,0.47,31.15,40.12,21.66
06-04-2016,3950,21.44,0,0.11,0.47,30.83,38.65,24.07
07-04-2016,3880,25.5,0,0.11,0.47,29.86,37.25,24.38
08-04-2016,3950,20.62,0,0.11,0.47,29.84,38.8,20.5
09-04-2016,3870,21.19,0,0.1,0.47,29.7,37.69,20.9
10-04-2016,3870,21.25,0,0.1,0.47,30.26,38.08,21.8
11-04-2016,3880,26.06,0,0.1,0.47,30.4,37.7,23.6
12-04-2016,3920,21.88,0,0.1,0.47,29.69,38.27,21.33
13-04-2016,3920,17.88,0,0.1,0.47,30.65,39.83,20.8
14-04-2016,3850,18.25,0,0.1,0.47,32.53,41.47,23.43
15-04-2016,3850,16.06,0,0.1,0.47,33.23,42.71,24.49
16-04-2016,3870,17.69,0,0.1,0.47,34.37,42.61,26.04
17-04-2016,3870,28.12,0,0.1,0.47,31.78,37.71,25.65
18-04-2016,3970,23.94,0,0.1,0.47,30.29,36.46,24.04
19-04-2016,3970,21.5,0,0.1,0.47,32.14,40.36,24.05
20-04-2016,3930,23.12,0,0.1,0.47,31.27,39.11,24.49
21-04-2016,4000,17.06,0,0.09,0.47,32.45,41.2,24.4
22-04-2016,4000,17.81,0,0.09,0.47,32.48,40.27,24.46
23-04-2016,3980,14.75,0,0.09,0.47,31.12,39.08,23.95
24-04-2016,3980,21.25,0,0.09,0.47,31.18,39.01,23.51
25-04-2016,3950,18,0,0.09,0.47,32.55,40.36,23.62
26-04-2016,3850,19.88,0,0.09,0.47,32.06,38.64,26.53
27-04-2016,3870,15.81,0,0.09,0.47,33.3,41.11,25.89
28-04-2016,3850,12.94,0,0.09,0.47,33.78,42.43,23.82
29-04-2016,3870,10.81,0,0.09,0.47,34.79,43.05,25.9
30-04-2016,3850,12.06,0,0.09,0.47,34.57,43.55,24.94
01-05-2016,3850,14.88,0,0.09,0.47,35.01,43.78,25.21
02-05-2016,3850,19.62,0,0.09,0.47,35.31,42.62,28.23
03-05-2016,3850,20.81,0.02,0.09,0.47,34.79,42.17,28.28
04-05-2016,3900,19.44,0,0.09,0.47,34.44,41.57,26.9
05-05-2016,3885,23,0.29,0.09,0.47,33.3,39.51,25.78
06-05-2016,3880,24.44,0.34,0.11,0.47,33.26,39.63,25.98
07-05-2016,3870,24.88,0,0.11,0.47,33.97,40.47,26.41
08-05-2016,3870,21.25,1.29,0.12,0.47,36.15,42.84,28.94
09-05-2016,3870,22.69,1.06,0.17,0.47,36.64,43.23,30.26
10-05-2016,3850,26.31,1.35,0.21,0.48,35.43,41.88,29.2
11-05-2016,3880,26.25,0.17,0.23,0.48,35.73,42.93,28.63
12-05-2016,3850,20.88,0.14,0.21,0.48,36.08,43.67,28.76
13-05-2016,3850,19.25,0,0.2,0.47,36.18,44.03,28.79
14-05-2016,3800,19.12,0,0.18,0.47,36.58,44.37,27.94
15-05-2016,3800,20.69,0,0.17,0.47,37.42,44.69,30.19
16-05-2016,3800,19.5,0.09,0.16,0.47,37.36,43.9,30.17
17-05-2016,3830,18.12,0.13,0.16,0.47,38.3,45.55,31.27
18-05-2016,3770,15.25,0,0.16,0.47,38.12,46.92,29.41
19-05-2016,3860,13.56,0,0.15,0.47,38.9,47.12,30.3
20-05-2016,3770,14.31,0,0.14,0.47,39.12,47.32,30.54
21-05-2016,3800,20.75,0,0.13,0.47,38.46,46.57,31.27
22-05-2016,3800,29.75,0,0.13,0.47,37.14,44.51,29.45
23-05-2016,3770,34.62,0,0.13,0.47,35.82,42.94,28.24
24-05-2016,3800,32.12,0,0.13,0.47,35.55,42.11,28.9
25-05-2016,3700,30.88,0,0.13,0.47,35.78,42.98,28.94
26-05-2016,3670,34.56,0,0.12,0.47,35.58,42.83,28.53
27-05-2016,3690,33.75,0.18,0.13,0.47,36.04,42.64,29.69
28-05-2016,3700,35.06,1.43,0.17,0.47,35.44,41.6,29.37
29-05-2016,3700,33.81,0.81,0.2,0.48,35.66,41.17,29.73
30-05-2016,3700,34.62,1.48,0.25,0.48,35.21,40.74,29.56
31-05-2016,3800,30.06,0,0.24,0.48,35.78,41.81,29.71
01-06-2016,3700,27,0,0.22,0.48,35.89,42.65,28.57
02-06-2016,3700,26.44,0,0.2,0.47,36.72,43.15,29.88
03-06-2016,3750,24.06,0,0.19,0.47,37.01,43.65,29.61
04-06-2016,3750,17.75,0,0.18,0.47,38.19,45.32,30.54
05-06-2016,3750,12.44,0,0.16,0.47,37.93,45.79,30.05
06-06-2016,3770,13,0,0.16,0.47,37.48,45.78,28.32
07-06-2016,3770,14.88,0,0.15,0.47,37.56,45.62,27.75
08-06-2016,3770,17.69,0,0.15,0.47,38.81,45.74,30.59
09-06-2016,3700,24.31,0,0.14,0.47,38.04,44.39,31.19
10-06-2016,3750,31.56,0.14,0.14,0.47,36.77,43.5,29.66
11-06-2016,3800,33.31,0.13,0.14,0.47,36.62,42.44,30.48
12-06-2016,3800,36.94,3.62,0.23,0.48,36.03,42.28,30.33
13-06-2016,3800,35.25,0.3,0.27,0.48,36.16,42.03,30.56
14-06-2016,3720,39.62,0,0.24,0.48,34.87,40.55,29.23
15-06-2016,3850,38.12,0,0.23,0.48,35.26,41.28,29.19
16-06-2016,3750,37.19,0,0.21,0.48,34.98,40.51,28.98
17-06-2016,3750,32.5,2.06,0.23,0.48,36.44,41.96,30.62
18-06-2016,3750,37.44,6.77,0.37,0.48,35.37,40.24,30.58
19-06-2016,3750,46.38,4.03,0.48,0.48,34.07,39.19,28.98
20-06-2016,3770,64.31,30.44,0.62,0.51,32.22,35.58,28.96
21-06-2016,3790,69.44,5.24,0.57,0.54,30.33,33.5,26.37
22-06-2016,3790,62.81,1.03,0.51,0.54,31.07,34.17,27.68
23-06-2016,3700,60.5,0.75,0.5,0.53,31.46,35.71,27.07
24-06-2016,3700,69.12,3.18,0.52,0.53,28.84,31.15,26.66
25-06-2016,3650,64.75,1.4,0.5,0.52,30.83,36.09,26.36
26-06-2016,3650,61.31,3.31,0.52,0.52,31.65,36.76,26.56
27-06-2016,3600,65.44,15.18,0.59,0.54,31.26,35.12,27.63
28-06-2016,3600,66.94,7.48,0.59,0.55,30.91,34.78,26.7
29-06-2016,3750,63,4.57,0.55,0.55,32.47,37.57,27.52
30-06-2016,3600,61.38,1.51,0.52,0.55,32.69,38.04,27.22
01-07-2016,3850,60.44,8.33,0.55,0.55,32.32,37.6,27.53
02-07-2016,3630,68.06,1.91,0.54,0.55,30.02,33.88,26.62
03-07-2016,3630,73.56,25.16,0.63,0.56,30.03,34.41,26.62
04-07-2016,3630,79.44,10.73,0.67,0.6,28.57,31.93,25.78
05-07-2016,3750,67.56,4.83,0.6,0.6,30.83,36.58,25.48
06-07-2016,3720,64.69,1.16,0.57,0.59,31.75,36.92,26.79
07-07-2016,3680,62.31,1.23,0.56,0.59,30.98,35.89,26.91
08-07-2016,3670,72.38,28.54,0.68,0.59,29.35,33.65,26.38
09-07-2016,3600,81.94,21.3,0.76,0.65,28.17,30.46,26.27
10-07-2016,3600,77.75,23.05,0.75,0.66,29.02,32.73,25.9
11-07-2016,3620,77,3.36,0.69,0.66,28.69,33.03,24.83
12-07-2016,3650,83.62,13.63,0.73,0.66,27.78,30.83,25.33
13-07-2016,3620,82.56,14.01,0.76,0.68,28.67,32.7,25.32
14-07-2016,3650,86.38,3.59,0.73,0.69,27.15,29.36,25.5
15-07-2016,3650,84.06,26.5,0.77,0.69,27.42,31.51,24.69
16-07-2016,3630,87.62,17.69,0.8,0.72,26.44,29.06,24.65
17-07-2016,3630,82.44,7,0.77,0.73,27.07,31.07,24.23
18-07-2016,3650,80.06,0.28,0.73,0.72,27.28,31.5,23.87
19-07-2016,3600,80.5,0.03,0.72,0.7,27.4,31.12,23.97
20-07-2016,3650,77.56,0,0.71,0.7,28.35,33.18,23.8
